Index,0 [UBYTE(0x3)][0x6],1 [UBYTE(0x3)][0x7],2 [BBOOL(0x19)][0x10],3 [UBYTE(0x3)][0x8],4 [UBYTE(0x3)][0x9],5 [UBYTE(0x3)][0xa],6 [STRING(0x0)][0x0],7 [UBYTE(0x3)][0xb],8 [UBYTE(0x3)][0xc],9 [UBYTE(0x3)][0xd],10 [UBYTE(0x3)][0xe],11 [UBYTE(0x3)][0xf],12 [USHORT(0x5)][0x4],13 [BBOOL(0x1a)][0x10],14 [BBOOL(0x1b)][0x10],15 [BBOOL(0x1c)][0x10],16 [BBOOL(0x1d)][0x10],17 [BBOOL(0x1e)][0x10]
116,0,0,true,0,13,0,"overlay/slot1_sp1",0,0,0,0,3,0,false,false,true,false,true
117,0,0,true,0,13,0,"overlay/slot1_sp2",0,0,0,0,3,0,false,false,true,false,true
118,0,2,false,0,1,1,"battle/auto_attack_shot1",0,1,2,1,3,0,false,true,false,true,true
119,0,2,false,0,1,1,"battle/auto_attack_shot2",0,1,2,1,3,0,false,true,false,true,true
120,0,2,false,0,1,1,"battle/auto_attack_shot3",0,1,2,1,3,0,false,true,false,true,true
121,0,2,false,0,0,1,"battle/auto_attack1_mon_a",0,1,0,1,3,0,false,false,true,false,true
122,0,2,false,0,0,1,"battle/auto_attack2_mon_a",0,1,0,1,3,0,false,false,true,false,true
123,0,2,false,0,0,1,"battle/auto_attack3_mon_a",0,1,0,1,3,0,false,false,true,false,true
124,0,2,false,0,0,1,"battle/auto_attack1_mon_b",0,1,0,1,3,0,false,false,true,false,true
125,0,2,false,0,0,1,"battle/auto_attack2_mon_b",0,1,0,1,3,0,false,false,true,false,true
126,0,2,false,0,0,1,"battle/auto_attack3_mon_b",0,1,0,1,3,0,false,false,true,false,true
127,0,2,false,0,0,1,"battle/auto_attack_shot1_mon",0,1,0,1,3,0,false,false,true,false,true
128,0,2,false,0,0,1,"battle/auto_attack_shot2_mon",0,1,0,1,3,0,false,false,true,false,true
129,0,2,false,0,0,1,"battle/auto_attack_shot3_mon",0,1,0,1,3,0,false,false,true,false,true
130,1,3,false,0,0,1,"battle/mon_sp_a_start",0,1,0,1,3,0,false,false,true,false,true
131,2,0,true,0,0,1,"battle/mon_sp_a_loop",0,1,0,1,3,0,false,false,true,false,true
132,1,3,false,0,0,1,"battle/mon_sp_b_start",0,1,0,1,3,0,false,false,true,false,true
133,2,0,true,0,0,1,"battle/mon_sp_b_loop",0,1,0,1,3,0,false,false,true,false,true
134,1,3,false,0,0,1,"battle/mon_sp_c_start",0,1,0,1,3,0,false,false,true,false,true
135,2,0,true,0,0,1,"battle/mon_sp_c_loop",0,1,0,1,3,0,false,false,true,false,true
136,1,3,false,0,0,1,"battle/mon_sp_d_start",0,1,0,1,3,0,false,false,true,false,true
137,2,0,true,0,0,1,"battle/mon_sp_d_loop",0,1,0,1,3,0,false,false,true,false,true
138,1,3,false,0,0,1,"battle/mon_sp_e_start",0,1,0,1,3,0,false,false,true,false,true
139,2,0,true,0,0,1,"battle/mon_sp_e_loop",0,1,0,1,3,0,false,false,true,false,true
140,0,3,false,0,0,1,"warp/warp_start",0,1,1,1,3,0,false,false,false,false,true
141,4,3,false,0,0,1,"warp/warp_end",0,1,1,1,3,0,false,false,false,false,true
142,0,3,false,0,0,1,"specialpop/specialpop",0,1,1,1,3,0,false,false,false,false,true
143,0,3,false,0,0,1,"specialpop/specialdepop",0,1,1,1,3,0,false,false,false,false,true
144,0,0,true,0,12,0,"overlay/default",0,0,0,0,3,0,false,false,true,false,true
145,0,0,true,0,12,0,"overlay/sp1",0,0,0,0,3,0,false,false,true,false,true
146,0,0,true,0,12,0,"overlay/sp2",0,0,0,0,3,0,false,false,true,false,true
147,0,0,true,0,12,0,"overlay/sp3",0,0,0,0,3,0,false,false,true,false,true
148,0,3,false,0,0,1,"battle/partsbreak",0,0,0,0,3,0,false,false,true,false,true
149,0,1,false,0,0,0,"",0,0,0,0,0,0,false,false,false,false,true
150,0,1,false,0,0,0,"",0,0,0,0,0,0,false,false,false,false,true
151,0,1,false,0,0,0,"",0,0,0,0,0,0,false,false,false,false,true
152,0,1,false,0,0,0,"",0,0,0,0,0,0,false,false,false,false,true
153,0,1,false,0,0,0,"",0,0,0,0,0,0,false,false,false,false,true
154,0,1,false,0,0,0,"",0,0,0,0,0,0,false,false,false,false,true
155,0,1,false,0,0,0,"",0,0,0,0,0,0,false,false,false,false,true
156,0,1,false,0,0,0,"",0,0,0,0,0,0,false,false,false,false,true
157,0,1,false,0,0,0,"",0,0,0,0,0,0,false,false,false,false,true
158,0,3,false,0,0,1,"specialpop/specialpop2",0,1,1,1,1,0,false,false,false,false,true
159,0,3,false,0,0,1,"specialpop/specialdepop2",0,1,1,1,1,0,false,false,false,false,true
160,0,2,false,0,0,1,"buddy/glad",0,2,1,2,3,0,false,false,false,false,true
161,0,1,false,0,0,1,"normal/guildleave",0,2,0,2,3,0,false,false,false,false,true
162,0,1,false,0,0,1,"normal/matering",0,2,1,2,3,0,true,false,false,false,true
163,0,1,false,0,0,1,"normal/dejon",0,2,0,2,1,0,false,false,true,false,true
164,0,1,false,0,0,1,"normal/telepo",0,2,0,2,1,0,false,false,true,false,true
165,0,1,false,0,0,1,"mount/mount_start",0,2,1,2,3,61,true,false,false,false,true
166,0,0,true,0,0,2,"mount/mount_idle",0,2,0,2,0,0,false,false,true,false,true
167,0,0,true,0,0,2,"mount/mount_run",0,2,0,2,0,0,false,false,true,false,true
168,0,0,true,0,3,0,"mount/mount_add_idle",0,0,0,0,0,0,false,false,true,false,true
169,1,1,false,0,0,1,"normal/aettouch_start",0,2,1,2,3,0,true,false,false,true,true
170,2,0,true,0,0,1,"normal/aettouch_loop",0,2,1,2,3,0,true,false,false,true,true
171,0,1,false,0,0,1,"normal/aettouch_end",0,2,1,2,3,0,false,false,false,true,true
172,1,1,false,0,0,1,"normal/touchaction_start",0,2,1,2,3,0,true,false,false,true,true
173,2,0,true,0,0,1,"normal/touchaction_loop",0,2,1,2,3,0,true,false,false,true,true
174,0,1,false,0,0,1,"normal/touchaction_end",0,2,1,2,3,0,false,false,false,true,true
175,1,1,false,0,0,1,"normal/lookaction_start",0,2,1,2,3,5,true,false,false,true,true
176,2,0,true,0,0,1,"normal/Look Around",0,2,1,2,3,6,true,false,false,true,true
177,0,1,false,0,0,1,"normal/lookaction_end",0,2,1,2,3,7,true,false,false,true,true
178,1,1,false,0,0,1,"normal/fueaction_start",0,2,1,2,3,8,true,false,false,true,true
179,2,0,true,0,0,1,"normal/Chocobo Whistle",0,2,1,2,3,9,true,false,false,true,true
180,0,1,false,0,0,1,"normal/fueaction_end",0,2,1,2,3,10,true,false,false,true,true
181,1,1,false,0,0,1,"normal/searchaction_start",0,2,1,2,3,11,true,false,false,true,true
182,2,0,true,0,0,1,"normal/searchaction_loop",0,2,1,2,3,12,true,false,false,true,true
183,0,1,false,0,0,1,"normal/searchaction_end",0,2,1,2,3,13,true,false,false,true,true
184,1,1,false,0,0,1,"normal/opeaction_start",0,2,1,2,3,0,true,false,false,true,true
185,2,0,true,0,0,1,"normal/opeaction_loop",0,2,1,2,3,0,true,false,false,true,true
186,0,1,false,0,0,1,"normal/opeaction_end",0,2,1,2,3,0,true,false,false,true,true
187,1,1,false,0,0,1,"normal/callpet_start",0,1,0,1,3,0,true,true,true,false,true
188,2,0,true,0,0,1,"normal/callpet_loop",0,1,0,1,3,0,true,true,true,false,true
189,0,3,false,0,0,1,"normal/callpet_end",0,1,0,1,3,0,true,true,true,false,true
190,0,0,true,0,0,2,"mount/battle_mount_idle",0,1,0,1,0,0,false,false,true,false,true
191,0,0,true,0,0,2,"mount/battle_mount_run",0,1,0,1,0,0,false,false,true,false,true
192,0,1,false,0,0,1,"normal/cannon_1",0,2,1,2,3,0,true,false,false,true,true
193,0,3,false,0,0,1,"ws/bt_2bw_emp/wsh001_bow",0,1,2,1,3,0,false,true,false,false,true
194,0,3,false,0,1,1,"ws/bt_2bw_emp/wsh002_bow",0,1,2,1,3,0,false,true,false,false,true
195,0,3,false,0,1,1,"ws/bt_2bw_emp/wsh003_bow",0,1,2,1,3,0,false,true,false,false,true
196,0,5,false,0,0,1,"specialdead/deadfall",0,0,1,0,3,0,false,false,true,false,true
197,0,1,false,0,0,2,"normal/Moonfaire Flares",0,2,1,2,3,0,true,false,false,false,true
198,0,0,true,0,0,0,"minion/battle_loop",0,2,1,2,3,0,true,false,false,false,true
199,0,1,false,0,2,0,"status/facial/sleep",0,0,0,0,3,0,false,false,false,false,true
200,0,3,false,0,0,1,"battle/Carry Upper/Ice Slip",0,0,0,0,3,0,false,false,true,false,true
201,0,3,false,0,0,0,"battle/knockback_end_pc",0,0,0,0,3,0,false,false,true,false,true
202,0,3,false,0,1,1,"ws/bt_2ax_emp/wsh001_bow",0,1,2,1,3,0,false,true,false,false,true
203,0,3,false,0,1,1,"ws/bt_2ax_emp/wsh002_bow",0,1,2,1,3,0,false,true,false,false,true
204,0,3,false,0,1,1,"ws/bt_2ax_emp/wsh003_bow",0,1,2,1,3,0,false,true,false,false,true
205,0,3,false,0,1,1,"ws/bt_2sp_emp/wsh002_bow",0,1,2,1,3,0,false,true,false,false,true
206,0,3,false,0,1,1,"ws/bt_swd_sld/wsh002_bow",0,1,2,1,3,0,false,true,false,false,true
207,0,3,false,0,1,1,"ws/bt_clw_clw/wsh001_bow",0,1,2,1,3,0,false,true,false,false,true
208,0,0,true,0,1,2,"normal/carry_upper_loop",0,2,1,2,3,0,false,false,false,false,true
209,0,1,false,0,0,1,"normal/Lookout",0,2,1,2,0,62,true,false,false,false,true
210,0,0,true,0,0,1,"idle_sp/idle_sp_1",0,1,1,1,3,0,false,false,false,false,true
211,0,0,true,0,0,1,"idle_sp/idle_sp_2",0,1,1,1,3,0,false,false,false,false,true
212,0,0,true,0,0,1,"idle_sp/normal_idle_sp_1",0,2,1,2,3,0,false,false,false,false,true
213,0,0,true,0,0,0,"minion/loop",0,2,1,2,3,0,false,false,false,false,true
214,0,1,false,0,0,1,"normal/katagami_action",0,2,1,2,3,0,true,false,false,false,true
215,0,1,false,0,0,0,"normal_hit/slow_hit",0,0,0,0,3,0,false,false,true,false,true
216,0,1,false,0,0,1,"normal/materia_transcription",0,2,1,2,3,0,true,false,false,false,true
217,0,3,false,0,0,1,"blownaway/Damaged?",0,0,1,0,3,0,false,false,false,false,true
218,0,3,true,0,0,1,"blownaway/Falling",0,0,1,0,3,0,false,false,false,false,true
219,0,3,false,0,0,1,"blownaway/Landing",0,0,1,0,3,0,false,false,false,false,true
220,0,3,false,0,0,1,"ws/bt_dgr_dgr/ws_s01",0,1,2,1,3,0,false,true,false,false,true
221,0,3,false,0,0,1,"ws/bt_dgr_dgr/ws_s02",0,1,2,1,3,0,false,true,false,false,true
222,0,3,false,0,0,1,"ws/bt_dgr_dgr/ws_s03",0,1,2,1,3,0,false,true,false,false,true
223,0,3,false,0,0,1,"ws/bt_dgr_dgr/ws_s04",0,1,2,1,3,0,false,true,false,false,true
224,0,3,false,0,0,1,"ws/bt_dgr_dgr/ws_s05",0,1,2,1,3,0,false,true,false,false,true
225,0,3,false,0,0,1,"ws/bt_dgr_dgr/ws_s07",0,1,2,1,3,0,false,true,false,false,true
226,0,3,false,0,0,1,"ws/bt_dgr_dgr/ws_s08",0,1,2,1,3,0,false,true,false,false,true
227,0,3,false,0,0,1,"ws/bt_dgr_dgr/ws_s06",0,1,2,1,3,0,false,true,false,false,true
228,0,3,false,0,0,1,"ws/bt_dgr_dgr/ws_s09",0,1,2,1,3,0,false,true,false,false,true
229,0,3,false,0,0,1,"ability/dgr_ninja/abl018",0,1,1,1,3,0,false,true,false,false,true
230,0,3,false,0,0,1,"ability/dgr_ninja/abl008",0,1,1,1,3,0,false,true,false,false,true
231,0,3,false,0,0,1,"ability/dgr_ninja/abl009",0,1,1,1,3,0,false,true,false,false,true
232,0,3,false,0,0,1,"ability/dgr_ninja/abl010",0,1,1,1,3,0,false,true,false,false,true
233,0,3,false,0,0,1,"ability/dgr_ninja/abl011",0,1,1,1,3,0,true,true,true,true,true
234,0,3,false,0,0,1,"ability/dgr_ninja/abl012",0,1,1,1,3,0,true,true,true,true,true
235,0,3,false,0,0,1,"ability/dgr_ninja/abl013",0,1,1,1,3,0,true,true,true,true,true
236,0,1,false,0,0,1,"craft/start",1,92,2,2,3,0,false,false,false,false,true
237,0,0,true,0,0,1,"craft/idle",1,93,0,3,3,55,false,false,false,false,true
238,0,1,false,0,0,1,"craft/end",1,1,2,3,3,0,false,false,false,false,true
239,0,1,false,0,0,1,"craft/action_normal",1,1,2,3,3,0,false,false,false,false,true
240,0,1,false,0,0,1,"craft/action_carefully",1,1,2,3,3,0,false,false,false,false,true
241,0,1,false,0,0,1,"craft/action_fearlessly",1,1,2,3,3,0,false,false,false,false,true
242,0,1,false,0,0,1,"craft/buff",1,1,2,3,3,0,false,false,false,false,true
243,0,1,false,0,0,1,"craft/start_sub",1,2,2,2,3,0,false,false,false,false,true
244,0,0,true,0,0,1,"craft/idle_sub",1,1,0,3,3,0,false,false,false,false,true
245,0,1,false,0,0,1,"craft/end_sub",1,1,2,3,3,0,false,false,false,false,true
246,0,1,false,0,0,1,"craft/action_normal_sub",1,1,2,3,3,0,false,false,false,false,true
247,0,1,false,0,0,1,"craft/action_carefully_sub",1,1,2,3,3,0,false,false,false,false,true
248,0,1,false,0,0,1,"craft/action_fearlessly_sub",1,1,2,3,3,0,false,false,false,false,true
249,0,1,false,0,0,1,"craft/buff_sub",1,1,2,3,3,0,false,false,false,false,true
250,0,3,false,0,0,1,"craft/repair",0,0,2,0,3,41,true,false,false,false,true
251,0,1,false,0,0,1,"craft/hq_complete",1,1,2,3,3,0,false,false,false,false,true
252,0,1,false,0,0,1,"craft/hq_complete_sub",1,1,2,3,3,0,false,false,false,false,true
253,0,1,false,0,0,1,"normal/Kneeling Cheer",1,1,1,3,3,0,false,false,false,false,true
254,0,1,false,0,0,1,"normal/Kneeling Disappointed",1,1,1,3,3,0,false,false,false,false,true
255,0,1,false,0,0,1,"gather/start",0,92,2,2,3,21,false,false,false,false,true
256,0,0,true,0,0,1,"gather/idle",0,93,0,3,3,22,false,false,false,false,true
257,0,1,false,0,0,1,"gather/end",0,1,2,3,3,23,false,false,false,false,true
258,0,1,false,0,0,1,"gather/action_normal",0,1,2,3,3,24,false,false,false,false,true
259,0,1,false,0,0,1,"gather/buff",0,1,2,3,3,25,false,false,false,false,true
260,0,1,false,0,0,1,"gather/libura",0,1,2,3,3,26,false,false,false,false,true
261,0,1,false,0,0,1,"gather/ability",0,1,2,3,3,0,false,false,false,false,true
262,0,1,false,0,0,1,"gather/item",0,1,2,3,3,0,false,false,false,false,true
263,0,1,false,0,0,1,"gather/start_sub",0,2,2,2,3,27,false,false,false,false,true
264,0,0,true,0,0,1,"gather/idle_sub",0,0,0,4,3,28,false,false,false,false,true
265,0,1,false,0,0,1,"gather/end_sub",0,0,2,4,3,29,false,false,false,false,true
266,0,1,false,0,0,1,"gather/action_normal_sub",0,0,2,4,3,30,false,false,false,false,true
267,0,1,false,0,0,1,"gather/buff_sub",0,0,2,4,3,31,false,false,false,false,true
268,0,1,false,0,0,1,"gather/libura_sub",0,0,2,4,3,32,false,false,false,false,true
269,0,1,false,0,0,1,"gather/ability_sub",0,0,2,4,3,0,false,false,false,false,true
270,0,1,false,0,0,1,"gather/item_sub",0,0,2,4,3,0,false,false,false,false,true
271,0,0,true,0,0,1,"fishing/idle",0,0,0,3,3,0,false,false,false,false,true
272,0,1,false,0,0,1,"normal/Sparkling",0,0,2,3,3,0,false,false,false,false,true
273,0,1,false,0,0,1,"fishing/end",0,0,2,3,3,0,false,false,false,false,true
274,0,3,false,0,0,1,"fishing/cast_normal",0,0,2,3,3,0,false,false,false,false,true
275,0,3,false,0,0,1,"fishing/cast_side",0,0,2,3,3,0,false,false,false,false,true
276,0,3,false,0,0,1,"fishing/cast_fly",0,0,2,3,3,0,false,false,false,false,true
277,0,0,true,0,0,1,"fishing/retrieve_idle",0,0,0,3,3,0,false,false,false,false,true
278,0,0,true,0,0,1,"fishing/reeling_idle",0,0,0,3,3,0,false,false,false,false,true
279,0,0,true,0,0,1,"fishing/reeling_fast",0,0,2,3,3,0,false,false,false,false,true
280,0,0,true,0,0,1,"fishing/reeling_slow",0,0,2,3,3,0,false,false,false,false,true
